Campaign,Type,Product,Channel,Advertiser,Industry,Agency,SFDC OID,Rep_ID,CPA/CPM,Start Date,End Date,CPM Price,Contracted Impressions,Booked Impressions,Delivered Impressions,Contracted Deal,Revised Deal,2009-12-01,2010-01-01,2010-02-01,2010-03-01,2011-01-01,2011-02-01,2011-03-01,2011-04-01,2011-05-01,2011-06-01,2011-07-01,2011-08-01,2011-09-01,2011-10-01,2011-11-01,2011-12-01,2012-01-01,2012-02-01,2012-03-01,2012-04-01,2012-05-01,2012-06-01,2012-07-01,2012-08-01,2012-09-01,2012-10-01,2012-11-01,2012-12-01,2013-01-01,2013-02-01,2013-03-01,2013-04-01,2013-05-01,2013-06-01,2013-07-01,2013-08-01,2013-09-01,2013-10-01,2013-11-01,2013-12-01
Talk Talk: October 2012,Perf LAL,Perf LAL,Direct UK,Talk Talk Telcom,Telecom,mCHI,0,,CPA,2012-10-01,2012-10-31,75.0,200,,,10000.0,15000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23333.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Talk Talk: September 2012,Perf LAL,Perf LAL,Direct UK,Talk Talk Telcom,Telecom,mCHI,0,,CPA,2012-09-01,2012-09-30,75.0,140,,,40000.0,10500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62222.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Talking Stick Hotel: Q4 2011,Perf LAL,Perf LAL,Inside,Talking Stick Hotel,Travel,Riester,,,CPM,2011-11-21,2011-12-31,4.0,5000000,,,20000.0,20000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4878.0487804878,15121.9512195122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TDA September 2011,Perf LAL,Perf LAL,Direct UK,TDA,Education,Xaxis,0,,CPM,2011-09-08,2011-12-14,1.45,6859206,,,9969.86,9969.86,0,0,0,0,0,0,0,0,0,0,0,0,3639.77715947959,4905.7866062551,4747.53542540816,2215.51653185714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Teleflora: 2012 CPO,Perf LAL,Perf LAL,Inside,Teleflora,Retail,Direct,,,CPA,2012-03-19,2012-12-31,20.0,,,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0
Tempur-Pedic: Holiday Mattress,Perf LAL,Perf LAL,Inside,TempurPedic,Retail,Razorfish,,,CPM,2011-10-11,2011-12-31,3.5,28560188,,,73500.0,100960.66,0,0,0,0,0,0,0,0,0,0,0,0,0,25855.7787804878,36936.8268292683,38168.0543902439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tenaya Lodge: 2011 Fall,Perf LAL,Perf LAL,Inside,Tenaya Lodge,Travel,Y Partnership,,,CPM,2011-10-01,2011-10-31,5.0,2000000,,,10000.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tenaya Lodge: Q4 Incremental,Perf LAL,Perf LAL,Inside,Tenaya Lodge,Travel,Y Partnership,,,CPM,2011-11-15,2011-12-31,5.0,2000000,,,10000.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3404.25531914894,6595.74468085106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tennessee Tourism: 2011-2012,Perf LAL,Perf LAL,Inside,Tennessee Tourism,Travel,Paramore,,,CPM,2011-09-21,2012-05-31,4.0,5000000,,,20000.0,20000.0,0,0,0,0,0,0,0,0,0,0,0,0,1036.26943005181,3212.43523316062,3108.80829015544,3212.43523316062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tesco.com - Phone Shop,Perf LAL,Perf LAL,Direct UK,Tesco.com,Retail,Interpublic,0,,CPM,2011-08-18,2011-09-18,1.62,10526316,,,17000.0,16999.99726,0,0,0,0,0,0,0,0,0,0,0,11569.4012602844,14874.9444775086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tesco.com - Phone Shop - Oct 2011,Perf LAL,Perf LAL,Direct UK,Tesco.com,Retail,Interpublic,0,,CPM,2011-10-01,2011-10-31,1.62,10526316,,,17000.0,17000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,26444.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tesco.com Groceries,Perf LAL,Perf LAL,Direct UK,Tesco.com,Retail,Harvest Digital,0,,CPM,2011-03-07,2011-03-31,1.23,5172414,,,6375.0,6374.06052896241,0,0,0,0,0,0,9915.16985582748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Texas Instruments - Q3 2011,Perf LAL,Perf LAL,Inside,Texas Instruments ,FS: Other,M/C/C,,,CPM,2011-09-27,2011-10-18,4.0,1875000,,,7500.0,7500.0,0,0,0,0,0,0,0,0,0,0,0,0,1363.63636363636,6136.36363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Breakers - Palm Beach,Perf LAL,Perf LAL,Inside,The Breakers (Cendyn),Travel,Cendyn,,,CPM,2011-02-15,2011-04-30,,,,,15000.0,15000.0,0,0,0,0,0,2800.0,6200.0,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Breakers - Palm Beach,Perf LAL,Perf LAL,Inside,The Breakers (Cendyn),Travel,Cendyn,,,CPM,2011-05-01,2011-08-31,3.5,10000000,,,35000.0,35000.0,0,0,0,0,0,0,0,0,8821.13821138211,8536.58536585366,8821.13821138211,8821.13821138211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Clymb: Members Lookalike CPA Campaign Q2 2012,Perf LAL,Perf LAL,Inside,The Clymb,Finance,Direct,,,CPA,2012-05-01,2012-06-14,1.75,5714,,,9999.5,9999.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6888.54444444444,3110.95555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The FA: England v Wales,Perf LAL,Perf LAL,Direct UK,The Football Association,Entertainment,AMS Media Group,0,,CPM,2011-08-19,2011-09-05,1.32,3500000,,,4611.25,4611.24749,0,0,0,0,0,0,0,0,0,0,0,5180.5188016613,1992.50723140819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Health Lottery - Dec 2011,Perf LAL,Perf LAL,Direct UK,The Health Lottery,FS: Other,Walker Media,0,,CPM,2011-12-01,2011-12-31,1.2325,15862068,,,19550.0,29049.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45188.10528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Health Lottery - Nov 2011,Perf LAL,Perf LAL,Direct UK,The Health Lottery,FS: Other,Walker Media,0,,CPM,2011-11-09,2011-11-30,1.2325,11724138,,,14450.0,14450.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22477.6975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Health Lottery - Oct-Nov 2011,Perf LAL,Perf LAL,Direct UK,The Health Lottery,FS: Other,Walker Media,0,,CPM,2011-10-17,2011-11-06,1.2325,20689655,,,25500.0,25500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,28333.2321428571,11333.2928571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Lavidge Company: Lifelock August -- CPA,Perf LAL,Perf LAL,Inside,Lavidge Company,FS: Other,Direct,,,CPA,2011-08-01,2011-08-31,75.0,333,,,50025.0,24975.0,0,0,0,0,0,0,0,0,0,0,0,24975.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Lavidge Company: Lifelock June-July ,Perf LAL,Perf LAL,Inside,Lavidge Company,FS: Other,Direct,,,CPM,2011-06-21,2011-07-31,3.5,7142857,,,25000.0,25000.0,0,0,0,0,0,0,0,0,0,6097.56097560976,18902.4390243902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Learning Annex: SpiritNow CPA: March-May 2012,Perf LAL,Perf LAL,Inside,The Learning Annex,Education,Direct,,,CPA,2012-03-26,2012-05-04,1.5,5000,,,7500.0,7500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1125.0,5625.0,750.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The New School: Q4 2011,Perf LAL,Perf LAL,Inside,The New School,Education,Direct,,,CPM,2011-10-04,2011-11-09,4.24,11805556,,,50000.0,50000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,32692.3076923077,17307.6923076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The New School: Q4 2011-Q1 2012,Perf LAL,Perf LAL,Inside,The New School,Education,Direct,,,CPM,2011-11-10,2012-01-09,4.24,11805556,,,50000.0,50000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17213.1147540984,25409.8360655738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Yachts of Seabourn 2011,Perf LAL,Perf LAL,Inside,Yachts of Seabourn,Retail,Click-Here/ Richards Group,,,CPM,2011-01-01,2011-06-30,3.0,63333333,,,190000.0,190000.0,0,0,0,0,17634.7305389222,15928.1437125749,17634.7305389222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Yachts of Seabourn 2011,Perf LAL,Perf LAL,Inside,Yachts of Seabourn,Retail,Click-Here/ Richards Group,,,CPM,2011-07-01,2011-09-30,3.0,63333333,,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,17065.8682634731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Yachts of Seabourn 2011,Perf LAL,Perf LAL,Inside,Yachts of Seabourn,Retail,Click-Here/ Richards Group,,,CPM,2011-10-01,2011-11-30,3.0,63333333,,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,17634.7305389222,17065.8682634731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Yachts of Seabourn 2011,Perf LAL,Perf LAL,Inside,Yachts of Seabourn,Retail,Click-Here/ Richards Group,,,CPM,2011-07-01,2011-09-30,3.0,63333333,,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,17634.7305389222,17634.7305389222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Yachts of Seabourn 2011,Perf LAL,Perf LAL,Inside,Yachts of Seabourn,Retail,Click-Here/ Richards Group,,,CPM,2011-01-01,2011-06-30,3.0,63333333,,,190000.0,190000.0,0,0,0,0,0,0,0,17065.8682634731,17634.7305389222,17065.8682634731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thomson Reuters: WestLaw Next,Perf LAL,Perf LAL,Inside,Thomson Reuters,FS: Other,Direct,,,CPM,2011-10-01,2011-10-31,4.0,6250000,,,25000.0,8685.38,0,0,0,0,0,0,0,0,0,0,0,0,0,25000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thomson Reuters: WestLaw Next Nov 2011,Perf LAL,Perf LAL,Inside,Thomson Reuters,FS: Other,Direct,,,CPM,2011-11-01,2011-11-18,4.0,4078715,,,16314.86,16314.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16314.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THQ: MX vs. ATV Alive,Perf LAL,Perf LAL,Inside,"THQ, Inc.",Entertainment,MediaVest,,,CPM,2011-05-19,2011-06-19,5.0,7494889,,,33727.0,33727.0,0,0,0,0,0,0,0,14943.123,18783.877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thredUP: Feb 2012 CPA,Perf LAL,Perf LAL,Inside,ThredUp,Retail,Direct,,,CPA,2012-02-01,2012-02-29,,,,,5000.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thrifty Car Rental Reservation CPA Q4 2012,Perf LAL,Perf LAL,Direct,Thrifty Car Rental,Automotive,FKQ Advertising,12825,,CPA,2012-11-14,2012-12-31,6.0,8333,,,49998.0,39996.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10475.1428571429,29520.8571428571,0,0,0,0,0,0,0,0,0,0,0,0
Thunder Valley SP/SU 2011 Campaign,Perf LAL,Perf LAL,Inside,Thunder Valley Resort & Casino,Travel,Mering Carson,,,CPM,2011-06-01,2011-09-05,5.0,8450000,,,42250.0,42250.0,0,0,0,0,0,0,0,0,0,13067.0103092784,13502.5773195876,13502.5773195876,2177.83505154639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tiny Prints: Acquisitions CPA Jul-Sep 2012,Perf LAL,Perf LAL,Inside,Tiny Prints,CPG,Direct,,,CPA,2012-07-01,2012-09-30,,34968,,,270000.0,270000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68810.3,102243.945205479,98945.7534246575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tiny Prints: Acquisitions CPA Oct-Dec 2012,Perf LAL,Perf LAL,Inside,Tiny Prints,CPG,Direct,12603,,CPA,2012-10-01,2012-12-31,,63000,,,504000.0,504003.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14704.0,102659.0,386640.0,0,0,0,0,0,0,0,0,0,0,0,0
Tiny Prints: Apr-Jun 2012,Perf LAL,Perf LAL,Inside,Tiny Prints,CPG,Direct,,,CPA,2012-04-01,2012-06-30,8.0,45625,,,365000.0,365000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120329.67032967,124340.659340659,120329.67032967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tiny Prints: Aug 2011,Perf LAL,Perf LAL,Inside,Tiny Prints,CPG,Direct,,,CPM,2011-08-01,2011-08-31,3.0,6666667,,,20000.0,20000.0,0,0,0,0,0,0,0,0,0,0,0,20000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tiny Prints: Dec 2011,Perf LAL,Perf LAL,Inside,Tiny Prints,CPG,Direct,,,CPM,2011-12-01,2011-12-31,3.0,66666667,,,200000.0,200000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tiny Prints: Jul 2011,Perf LAL,Perf LAL,Inside,Tiny Prints,CPG,Direct,,,CPM,2011-07-01,2011-07-31,3.0,16666667,,,50000.0,49926.74,0,0,0,0,0,0,0,0,0,0,49926.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tiny Prints: Mar 2012,Perf LAL,Perf LAL,Inside,Tiny Prints,CPG,Direct,,,CPA,2012-03-01,2012-03-31,8.0,13125,,,105000.0,105000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tiny Prints: Nov 2011,Perf LAL,Perf LAL,Inside,Tiny Prints,CPG,Direct,,,CPM,2011-11-01,2011-11-30,3.0,30000000,,,70000.0,90000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tiny Prints: Oct 2011,Perf LAL,Perf LAL,Inside,Tiny Prints,CPG,Direct,,,CPM,2011-10-01,2011-10-31,3.0,15666667,,,37000.0,47000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,47000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tiny Prints: Q2 2011,Perf LAL,Perf LAL,Inside,Tiny Prints,CPG,Direct,,,CPM,2011-04-14,2011-06-30,3.0,23828193,,,25000.0,91484.58,0,0,0,0,0,0,0,19938.9469230769,36359.2561538462,35186.3769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tiny Prints: Sep 2011,Perf LAL,Perf LAL,Inside,Tiny Prints,CPG,Direct,,,CPM,2011-09-01,2011-09-30,3.0,3333333,,,10000.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tiny Prints: Treat CPA Apr-May2012,Perf LAL,Perf LAL,Inside,Tiny Prints,CPG,Direct,,,CPA,2012-04-16,2012-05-28,1.0,100000,,,50000.0,15000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5232.55813953488,9767.44186046512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tiny Prints: Wedding Paper Divas,Perf LAL,Perf LAL,Inside,Tiny Prints,CPG,Direct,,,CPM,2011-02-15,2011-03-31,3.0,,,,25000.0,35000.0,0,0,0,0,0,10888.8888888889,24111.1111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tiny Prints: Wedding Paper Divas Apr-Jun 2012,Perf LAL,Perf LAL,Inside,Tiny Prints,CPG,Direct,,,CPA,2012-04-01,2012-06-30,12.0,29167,,,350004.0,350004.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115385.934065934,119232.131868132,115385.934065934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tiny Prints: Wedding Paper Divas Apr 2011,Perf LAL,Perf LAL,Inside,Tiny Prints,CPG,Direct,,,CPM,2011-04-01,2011-04-30,3.0,13333333,,,25000.0,40000.0,0,0,0,0,0,0,0,40000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tiny Prints: Wedding Paper Divas Aug 2011,Perf LAL,Perf LAL,Inside,Tiny Prints,CPG,Direct,,,CPM,2011-08-01,2011-08-31,3.0,3333333,,,10000.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tiny Prints: Wedding Paper Divas Jul 2011,Perf LAL,Perf LAL,Inside,Tiny Prints,CPG,Direct,,,CPM,2011-07-01,2011-07-31,3.0,6666667,,,20000.0,20000.0,0,0,0,0,0,0,0,0,0,0,20000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tiny Prints: Wedding Paper Divas Jun 2011,Perf LAL,Perf LAL,Inside,Tiny Prints,CPG,Direct,,,CPM,2011-06-01,2011-06-30,3.0,6666667,,,20000.0,20000.0,0,0,0,0,0,0,0,0,0,20000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tiny Prints: Wedding Paper Divas March 2012,Perf LAL,Perf LAL,Inside,Tiny Prints,CPG,Direct,,,CPA,2012-03-01,2012-03-31,12.0,7917,,,95004.0,95004.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95004.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tiny Prints: Wedding Paper Divas May 2011,Perf LAL,Perf LAL,Inside,Tiny Prints,CPG,Direct,,,CPM,2011-05-01,2011-05-31,3.0,8333333,,,25000.0,25000.0,0,0,0,0,0,0,0,0,25000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tiny Prints: Wedding Paper Divas Oct-Dec 2012,Perf LAL,Perf LAL,Inside,Tiny Prints,CPG,Direct,12607,,CPA,2012-10-01,2012-12-31,12.0,5000,,,60000.0,60000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20217.3913043478,19565.2173913043,20217.3913043478,0,0,0,0,0,0,0,0,0,0,0,0
Tiny Prints: Wedding Paper Divas Oct 2011,Perf LAL,Perf LAL,Inside,Tiny Prints,CPG,Direct,,,CPM,2011-10-01,2011-10-31,3.0,3333333,,,10000.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tiny Prints: Wedding Paper Divas Q3 2012,Perf LAL,Perf LAL,Inside,Tiny Prints,CPG,Direct,,,CPA,2012-07-01,2012-09-30,10.0,14000,,,100000.0,140000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47173.9130434783,47173.9130434783,45652.1739130435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TinyPrints_CPA_Jan2013,Perf LAL,Perf LAL,Inside,Tiny Prints,Retail,Direct,14738,,CPA,2013-01-01,2013-03-31,0.0,,,,97920.0,97918.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33728.0,30464.0,33726.0,0,0,0,0,0,0,0,0,0
TiVo: CPA Campaign Apr 2012,Perf LAL,Perf LAL,Inside,TiVo,Entertainment,R2C Group,,,CPA,2012-04-01,2012-04-30,240.0,250,,,60000.0,60000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TiVo: CPA Campaign Aug 2012,Perf LAL,Perf LAL,Inside,TiVo,Entertainment,R2C Group,,,CPA,2012-08-01,2012-08-31,240.0,167,,,40080.0,40080.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40080.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TiVo: CPA Campaign Jul 2012,Perf LAL,Perf LAL,Inside,TiVo,Entertainment,R2C Group,,,CPA,2012-07-01,2012-07-31,240.0,167,,,40080.0,40080.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40080.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TiVo: CPA Campaign Jun 2012,Perf LAL,Perf LAL,Inside,TiVo,Entertainment,R2C Group,,,CPA,2012-06-01,2012-06-30,240.0,167,,,40080.0,40080.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40080.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TiVo: CPA Campaign Mar 2012,Perf LAL,Perf LAL,Inside,TiVo,Entertainment,R2C Group,,,CPA,2012-03-01,2012-03-31,240.0,250,,,60000.0,60000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TiVo: CPA Campaign May 2012,Perf LAL,Perf LAL,Inside,TiVo,Entertainment,R2C Group,,,CPA,2012-05-01,2012-05-31,240.0,250,,,60000.0,60000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TiVo: CPA Campaign Nov 2012,Perf LAL,Perf LAL,Inside,Tivo,Entertainment,R2C Group,13495,,CPA,2012-11-01,2012-11-30,240.0,167,,,40080.0,40080.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40080.0,0,0,0,0,0,0,0,0,0,0,0,0,0
TiVo: CPA Campaign Oct 2012,Perf LAL,Perf LAL,Inside,Tivo,Entertainment,R2C Group,12589,,CPA,2012-10-01,2012-10-31,240.0,167,,,40080.0,40080.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40080.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TiVo: CPA Campaign Sep 2012,Perf LAL,Perf LAL,Inside,TiVo,Entertainment,R2C Group,,,CPA,2012-09-01,2012-09-30,240.0,188,,,40080.0,45120.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45120.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TiVo: Dec 2011,Perf LAL,Perf LAL,Inside,TiVo,Entertainment,R2C Group,,,CPM,2011-12-01,2011-12-31,3.0,20000000,,,45000.0,60000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TiVo: Nov 2011,Perf LAL,Perf LAL,Inside,TiVo,Entertainment,R2C Group,,,CPM,2011-11-01,2011-11-30,3.0,8333333,,,25000.0,45000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TiVo: Oct 2011,Perf LAL,Perf LAL,Inside,TiVo,Entertainment,R2C Group,,,CPM,2011-10-01,2011-10-31,3.0,10000000,,,30000.0,35000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,35000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TiVo: Q3 2011,Perf LAL,Perf LAL,Inside,TiVo,Entertainment,R2C Group,,,CPM,2011-08-15,2011-09-30,3.0,9666667,,,25000.0,41500.0,0,0,0,0,0,0,0,0,0,0,0,15010.6382978723,26489.3617021277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tivo_CPA_Dec2012,Perf LAL,Perf LAL,Inside,Tivo,Entertainment,R2C Group,14089,,CPA,2012-12-01,2012-12-31,240.0,83,,,19920.0,19920.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19920.0,0,0,0,0,0,0,0,0,0,0,0,0
