Campaign,Type,Product,Channel,Advertiser,Industry,Agency,SFDC OID,Rep_ID,CPA/CPM,Start Date,End Date,CPM Price,Contracted Impressions,Booked Impressions,Delivered Impressions,Contracted Deal,Revised Deal,2009-12-01,2010-01-01,2010-02-01,2010-03-01,2011-01-01,2011-02-01,2011-03-01,2011-04-01,2011-05-01,2011-06-01,2011-07-01,2011-08-01,2011-09-01,2011-10-01,2011-11-01,2011-12-01,2012-01-01,2012-02-01,2012-03-01,2012-04-01,2012-05-01,2012-06-01,2012-07-01,2012-08-01,2012-09-01,2012-10-01,2012-11-01,2012-12-01,2013-01-01,2013-02-01,2013-03-01,2013-04-01,2013-05-01,2013-06-01,2013-07-01,2013-08-01,2013-09-01,2013-10-01,2013-11-01,2013-12-01
CareFirst of Maryland CPA Campaign : July - October 2012,Perf LAL,Perf LAL,Inside,CareFirst BlueCross BlueShield,Healthcare,GKV communications,9077,,CPA,2012-07-04,2012-10-31,10.0,3000,,,10000.0,30000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7000.0,7750.0,7500.0,7750.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CareFirst of Maryland CPA:  Over 65 Cross Lead August - December 2012,Perf LAL,Perf LAL,Inside,CareFirst BlueCross BlueShield,Healthcare,GKV communications,11967,,CPA,2012-08-22,2012-12-31,10.0,5700,,,45000.0,57000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3409.09090909091,10227.2727272727,10568.1818181818,16128.9127272727,16666.5418181818,0,0,0,0,0,0,0,0,0,0,0,0
CareFirstBCBS_O65CrossLeads_CPA_Jan2013,Perf LAL,Perf LAL,Inside,CareFirst BlueCross BlueShield,Financial Services: Insurance,GKV communications,14753,,CPA,2013-01-01,2013-01-31,0.0,,,,15000.0,15000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000.0,0,0,0,0,0,0,0,0,0,0,0
Carlson Hotels: May-June 2012,Perf LAL,Perf LAL,Inside,Carlson Hotels,Travel,VML,,,CPA,2012-05-15,2012-06-25,15.0,800,,,93000.0,12000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4857.14285714286,7142.85714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carnival Cruise Lines 2011 Prospecting,Perf LAL,Perf LAL,Inside,Carnival Cruiselines,Travel,Razorfish,,,CPM,2011-01-01,2011-06-30,3.0,97614646,,,70500.0,309404.68,0,0,0,0,52991.9617679558,47863.7074033149,52991.9617679558,51282.5436464088,52991.9617679558,51282.5436464088,52991.9617679558,52991.9617679558,51282.5436464088,52991.9617679558,51282.5436464088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carnival Cruise Lines: 2012 Prospecting,Perf LAL,Perf LAL,Direct,Carnival Cruiselines,Travel,Razorfish,6437,,CPM,2011-12-01,2012-11-30,3.0,94166666,,,222500.0,282500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37691.2568306011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carnival Cruise Lines: New Orleans 2011,Perf LAL,Perf LAL,Inside,Carnival Cruiselines,Travel,Razorfish,,,CPM,2011-08-08,2011-11-30,4.0,15250000,,,67000.0,61000.0,0,0,0,0,0,0,0,0,0,0,0,12730.4347826087,15913.0434782609,16443.4782608696,15913.0434782609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carnival Cruise Lines: Port Canaveral Phase 2,Perf LAL,Perf LAL,Inside,Carnival Cruiselines,Travel,Razorfish,,,CPM,2011-10-17,2011-11-18,4.0,11257000,,,45028.0,45028.0,0,0,0,0,0,0,0,0,0,0,0,0,0,20467.2727272727,24560.7272727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carousel Checks: Personalized Check Purchase Q4 *Cancelled on 11/14*,Perf LAL,Perf LAL,Inside,Carousel Checks,FS: Other,Direct,,,CPM,2011-10-20,2011-11-14,3.0,3333333,,,10000.0,8895.81,0,0,0,0,0,0,0,0,0,0,0,0,0,4105.75846153846,6158.63769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carphone Warehouse: CPW PAYG Xmas,Perf LAL,Perf LAL,Direct UK,Carphone Warehouse,Telecom,mCHI,0,,CPM,2011-12-01,2011-12-21,1.45,16374269,,,14195.0,23800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37022.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Castor & Pollux Branding/Awareness,Perf LAL,Perf LAL,Inside,Castor & Pollux,Retail,Backbone Media,,,CPM,2011-05-17,2011-06-30,4.0,18750000,,,75000.0,75000.0,0,0,0,0,0,0,0,0,25000.0,50000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Castor & Pollux Branding/Awareness - July-Nov 2011 **CANCELLED**,Perf LAL,Perf LAL,Inside,Castor & Pollux,Retail,Backbone Media,,,CPM,2011-07-01,2011-11-30,4.0,15000000,,,33000.0,24930.62,0,0,0,0,0,0,0,0,0,0,5051.30209150327,5051.30209150327,4888.3568627451,5051.30209150327,4888.3568627451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCP Games: Eve Online **Paused**,Perf LAL,Perf LAL,Inside,CCP Games,Entertainment,CCP Games,,,CPM,2011-07-20,2011-08-31,2.75,9090909,,,25000.0,25000.0,0,0,0,0,0,0,0,0,0,0,6976.74418604651,18023.2558139535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Celebrity Cruises - Autumn Campaign,Perf LAL,Perf LAL,Direct UK,Celebrity Cruises,Travel,AMS Media Group,0,,CPM,2011-08-17,2011-10-31,1.55,6509677,,,10090.0,10047.62,0,0,0,0,0,0,0,0,0,0,0,3084.78459690789,6169.56919381579,6375.22150027632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Celebrity Cruises -Toy Campaign,Perf LAL,Perf LAL,Direct UK,Celebrity Cruises,Travel,AMS Media Group,0,,CPM,2011-12-26,2012-03-31,1.49,3100000,,,4611.25,4611.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,443.692573453608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Celebrity Cruises Acquisition Q2,Perf LAL,Perf LAL,Inside,Celebrity Cruises,Travel,PGR Media,,,CPM,2011-04-01,2011-06-30,3.0,12500000,,,37500.0,37500.0,0,0,0,0,0,0,0,12362.6373626374,12774.7252747253,12362.6373626374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Celebrity Cruises Acquisition Q3,Perf LAL,Perf LAL,Inside,Celebrity Cruises,Travel,PGR Media,,,CPM,2011-07-01,2011-09-30,3.0,16666667,,,50000.0,50000.0,0,0,0,0,0,0,0,0,0,0,16847.8260869565,16847.8260869565,16304.347826087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Celebrity Cruises Acquisition Q4,Perf LAL,Perf LAL,Inside,Celebrity Cruises,Travel,PGR Media,,,CPM,2011-10-01,2011-12-31,3.0,11666667,,,35000.0,35000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,11793.4782608696,11413.0434782609,11793.4782608696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CengageBrain.com CPA Oct - Dec 2012,Perf LAL,Perf LAL,Inside,Cengage Learning,Education,Direct,12512,,CPA,2012-10-18,2012-12-31,5.0,2000,,,10000.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1866.66666666667,4000.0,4133.33333333333,0,0,0,0,0,0,0,0,0,0,0,0
CengageBrain.com CPA September 2012,Perf LAL,Perf LAL,Inside,Cengage Learning,Education,Direct,,,CPA,2012-09-01,2012-09-30,5.0,2000,,,10000.0,20000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Center Parcs - CPA Converter Dec 2012-April 2013,Perf LAL,Perf LAL,Direct UK,Center Parcs,Travel,Walker Media,0,,CPA,2012-12-24,2013-04-11,34.0,509,,,17306.0,17306.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1975.80537981651,7656.24584678899,6915.3188293578,7656.24584678899,2716.73239724771,0,0,0,0,0,0,0,0
Centrepoint: Room Sponsor- Dec 2011,Perf LAL,Perf LAL,Direct UK,Centrepoint,FS: Other,Starcome MediaVest Group UK,0,,CPM,2011-12-01,2011-12-31,1.15,3703704,,,4250.0,4250.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6611.0875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Centrepoint: Room Sponsor- Nov 2011,Perf LAL,Perf LAL,Direct UK,Centrepoint,FS: Other,Starcome MediaVest Group UK,0,,CPM,2011-11-02,2011-11-30,1.15,3703709,,,4250.0,4250.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7668.8615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Centrepoint: Room Sponsor- Oct 2011,Perf LAL,Perf LAL,Direct UK,Centrepoint,FS: Other,Starcome MediaVest Group UK,0,,CPM,2011-10-01,2011-10-31,1.15,3703704,,,4250.0,4250.0,0,0,0,0,0,0,0,0,0,0,0,0,0,6611.0875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Centrepoint: Room Sponsor- Sept 2011,Perf LAL,Perf LAL,Direct UK,Centrepoint,FS: Other,Starcome MediaVest Group UK,0,,CPM,2011-09-05,2011-09-30,1.15,3703704,,,4250.0,4250.0,0,0,0,0,0,0,0,0,0,0,0,0,6611.0875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ChampionWindowsInc_CPA_Jan2013,Perf LAL,Perf LAL,Inside,Champion Windows Manufacturing Inc,Retail,ConvergeDirect,14056,,CPA,2013-01-07,2013-01-31,0.0,,,,11000.0,11000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11000.0,0,0,0,0,0,0,0,0,0,0,0
"CharityUSA,com : Donor Acquisition Breast Cancer CPA - Nov - Dec 2012",Perf LAL,Perf LAL,Inside,"CharityUSA.com, LLC",FS: Other,Direct,13546,,CPA,2012-11-14,2012-12-28,3.75,8000,,,30000.0,30000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11333.3333333333,18666.6666666667,0,0,0,0,0,0,0,0,0,0,0,0
"CharityUSA,com : Donor Acquisition CPA Campaign Oct - Dec  2012",Perf LAL,Perf LAL,Inside,"CharityUSA.com, LLC",FS: Other,Direct,10532,,CPA,2012-11-07,2012-12-14,3.75,8000,,,60000.0,11686.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13846.1538461538,16153.8461538462,0,0,0,0,0,0,0,0,0,0,0,0
CharityUSA_CPA_AnimalRescue_Dec2012,Perf LAL,Perf LAL,Inside,"CharityUSA.com, LLC",Not For Profit,Direct,14355,,CPA,2012-12-15,2013-01-31,3.75,4827,,,18101.25,18101.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6410.859375,11690.390625,0,0,0,0,0,0,0,0,0,0,0
Chegg - KW Lookalike Test Q3 2011 -- CPA,Perf LAL,Perf LAL,Inside,Chegg,Education,Direct,,,CPA,2011-08-01,2011-08-31,13.0,3846,,,50000.0,50000.0,0,0,0,0,0,0,0,0,0,0,0,50000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chevron Delo Digital Promotion,Perf LAL,Perf LAL,Direct,Chevron,Automotive,MEC,,,CPM,2011-09-08,2011-12-31,4.5,11111111,,,50000.0,50000.0,0,0,0,0,0,0,0,0,0,0,0,0,10000.0,13478.2608695652,13043.4782608696,13478.2608695652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chiquita - Healthy Snacks Sept 2011,Perf LAL,Perf LAL,Inside,Chiquita,FS: Other,Modea,,,CPM,2011-09-10,2011-09-30,3.5,2857142,,,10000.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Choice Hotels - Adnetik Q1-Q2,Perf LAL,Perf LAL,Inside,Choice Hotels,Travel,Adnetik,,,CPM,2011-03-08,2011-03-31,2.5,10000000,,,25000.0,11482.37,0,0,0,0,0,0,11482.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Choice Hotels - Fall Promo,Perf LAL,Perf LAL,Inside,Choice Hotels,Travel,MPG Media Contacts,,,CPM,2011-08-25,2011-11-03,2.75,50909091,,,121000.0,142100.0,0,0,0,0,0,0,0,0,0,0,0,14009.8591549296,60042.2535211268,62043.661971831,6004.22535211268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Choice Hotels - Q1'11 **CANCELLED**,Perf LAL,Perf LAL,Inside,Choice Hotels,Travel,MPG Media Contacts,,,CPM,2011-02-07,2011-03-03,,,,,6750.0,1610.02,0,0,0,0,0,1416.8176,193.2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Choice Hotels - Summer Promo (Value Add),Perf LAL,Perf LAL,Inside,Choice Hotels,Travel,MPG Media Contacts,,,CPM,2011-05-19,2011-08-04,2.75,33472514,,,90000.0,144800.0,0,0,0,0,0,0,0,0,24133.3333333333,55692.3076923077,57548.7179487179,7425.64102564103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Choice Hotels - YVYC,Perf LAL,Perf LAL,Inside,Choice Hotels,Travel,MPG Media Contacts,,,CPM,2011-11-14,2012-01-22,2.75,12727272,,,35000.0,35000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500.0,14000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cigna - Q4 2011,Perf LAL,Perf LAL,Inside,Cigna,Healthcare,Sapient,,,CPM,2011-11-21,2011-12-23,3.0,12500000,,,37500.0,37500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11363.6363636364,26136.3636363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Citibank_Acquisition_9/2012_11951_CPA,Perf LAL,Perf LAL,Direct,Citibank,Finance,Razorfish,11951,,CPA,2012-10-08,2012-11-08,145.0,172,,,25000.0,25000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Citrix: GoToMeeting Q1'11,Perf LAL,Perf LAL,Inside,Citrix Systems,Software,Mediasmith,,,CPM,2011-01-05,2011-03-27,3.5,8571428,,,30000.0,41355.57,0,0,0,0,13617.0779268293,14121.4141463415,13617.0779268293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Citrix: GoToMeeting: Q2,Perf LAL,Perf LAL,Inside,Citrix Systems,FS: Other,Mediasmith,,,CPM,2011-03-28,2011-06-26,3.5,23714286,,,43000.0,83000.0,0,0,0,0,0,0,3648.35164835165,27362.6373626374,28274.7252747253,23714.2857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Citrix: GoToMeeting: Q3 Ecom Online,Perf LAL,Perf LAL,Inside,Citrix Systems,FS: Other,Mediasmith,,,CPM,2011-07-11,2011-10-02,3.5,21764319,,,76175.12,86348.88,0,0,0,0,0,0,0,0,0,0,21587.22,31866.8485714286,30838.8857142857,2055.92571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Citrix: GoToMeeting: Q4 Ecom Online Oct-Dec 2011,Perf LAL,Perf LAL,Inside,Citrix Systems,FS: Other,Mediasmith,,,CPM,2011-10-03,2011-12-11,3.5,22857143,,,45000.0,80000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,33142.8571428571,34285.7142857143,12571.4285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Citrix: GoToMYPC: Q3 Ecom Online **Cancelled on 8/22**,Perf LAL,Perf LAL,Inside,Citrix Systems,FS: Other,Mediasmith,,,CPM,2011-07-11,2011-08-22,3.5,8571429,,,30000.0,19758.05,0,0,0,0,0,0,0,0,0,0,9649.28023255814,10108.7697674419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
City University of Seattle - October 2011,Perf LAL,Perf LAL,Inside,City Univ of Seattle,Education,Creature,,,CPM,2011-09-19,2011-10-20,4.0,2500000,,,10000.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,3750.0,6250.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
City University of Seattle - Q3,Perf LAL,Perf LAL,Inside,City Univ of Seattle,Education,Creature,,,CPM,2011-08-19,2011-09-18,4.0,2500000,,,10000.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,4193.54838709677,5806.45161290323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
City University of Seattle - Q4 2011,Perf LAL,Perf LAL,Inside,City Univ of Seattle,Education,Creature,,,CPM,2011-10-20,2011-12-31,4.0,2500000,,,10000.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1643.83561643836,4109.58904109589,4246.57534246575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Claims Direct - October 2011,Perf LAL,Perf LAL,Direct UK,Claims Direct,FS: Insurance,All Response Media,0,,CPM,2011-10-01,2011-10-31,1.32,3225806,,,4250.0,4250.0,0,0,0,0,0,0,0,0,0,0,0,0,0,6611.0875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Claims Direct - September 2011,Perf LAL,Perf LAL,Direct UK,Claims Direct,FS: Insurance,All Response Media,0,,CPM,2011-09-07,2011-09-30,1.32,3225806,,,4250.0,4250.0,0,0,0,0,0,0,0,0,0,0,0,0,6611.0875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CleanMyMac Purchaser Model August - September 2012,Perf LAL,Perf LAL,Inside,MacPaw Inc.,Software,Direct,,,CPA,2012-08-09,2012-09-30,9.0,1111,,,9999.0,9999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4339.18867924528,5659.81132075472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CleanMyMac Purchaser Model Oct - Dec 2012,Perf LAL,Perf LAL,Inside,MacPaw Inc.,Software,Direct,12631,,CPA,2012-10-01,2012-12-31,9.0,555,,,4995.0,4999.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1683.09782608696,1628.80434782609,1687.35782608696,0,0,0,0,0,0,0,0,0,0,0,0
CLEAR 2011,Perf LAL,Perf LAL,Inside,CLEAR,Telecom,Razorfish,,,CPM,2011-01-01,2011-09-30,3.0,241666663,,,200000.0,730000.0,0,0,0,0,82893.7728937729,74871.7948717949,82893.7728937729,80219.7802197802,82893.7728937729,80219.7802197802,82893.7728937729,82893.7728937729,80219.7802197802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLEAR 2012 (transitioned to Direct effective Q3'12),Perf LAL,Perf LAL,Direct,CLEAR,Telecom,Razorfish,7245,,CPA,2012-07-01,2012-12-31,,2815,,,99360.0,282000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44114.347826087,44114.347826087,42691.3043478261,42120.0,53040.0,55920.0,0,0,0,0,0,0,0,0,0,0,0,0
CLEAR 2012 (transitioned to Direct effective Q3'12) UPDATE DIRECT LINE ROW 86 ABOVE,Perf LAL,Perf LAL,Inside,CLEAR,Telecom,Razorfish,,,CPA,2012-01-03,2012-06-30,,2751,,,99360.0,319635.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52237.8284671533,48867.6459854015,52237.8284671533,50552.7372262774,52237.8284671533,50552.7372262774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ClearMe: Purchasers CPA - June 2012,Perf LAL,Perf LAL,Inside,ClearMe,Travel,Direct,,,CPA,2012-06-04,2012-07-31,68.0,147,,,9996.0,9996.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4916.06557377049,2244.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clearwire_Jan2013,Perf LAL,Perf LAL,Direct,CLEAR,Telecom,Razorfish,14408,,CPA,2013-01-01,2013-03-31,,,,,83300.0,249800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83250.0,83250.0,83300.0,0,0,0,0,0,0,0,0,0
Club One: Free Trial Converters - CPA May-June 2012,Perf LAL,Perf LAL,Inside,"Club One, Inc.",FS: Other,Direct,,,CPA,2012-05-01,2012-06-15,100.0,150,,,15000.0,15000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10108.6956521739,4891.30434782609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Club Texting: Ex Texting CPA Free Trial Sign-up Campaign March 2012,Perf LAL,Perf LAL,Inside,Club Texting,Web Media,Direct,,,CPA,2012-03-01,2012-03-30,,,,,10000.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coach - Nov/Dec 2011,Perf LAL,Perf LAL,Inside,Coach,Retail,Direct,,,CPM,2011-11-16,2011-12-30,2.75,9090909,,,25000.0,25000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8333.33333333333,16666.6666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coastal_CPA_Jan2013,Perf LAL,Perf LAL,Inside,Coastal.com,Retail,Direct,14362,,CPA,2013-01-02,2013-02-01,0.0,,,,9990.0,9945.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9622.74193548387,322.258064516129,0,0,0,0,0,0,0,0,0,0
Coldwell Banker Mar-May,Perf LAL,Perf LAL,Inside,Coldwell Banker,Real Estate,FD - FTI Consulting,,,CPM,2011-03-01,2011-05-31,4.0,17500000,,,30000.0,70000.0,0,0,0,0,0,0,23586.9565217391,22826.0869565217,23586.9565217391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College for Financial Planning: Q4 2011,Perf LAL,Perf LAL,Inside,College for Financial Planning,Education,TDA Boulder,,,CPM,2011-11-14,2011-12-31,3.0,8369564,,,25108.69,25108.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8892.66104166667,16216.0289583333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Columbus Direct: Jan 2013,Perf LAL,Perf LAL,Direct UK,Columbus Direct,Travel,AMS Media Group,0,,CPA,2013-01-01,2013-01-31,8.5,1615,,,13730.9,13730.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21359.101495,0,0,0,0,0,0,0,0,0,0,0
Columbus Direct: Oct-Nov 2012,Perf LAL,Perf LAL,Direct UK,Columbus Direct,Travel,AMS Media Group,0,,CPA,2012-10-01,2012-11-30,8.5,1500,,,11900.0,12750.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10079.1989754098,9754.06352459016,0,0,0,0,0,0,0,0,0,0,0,0,0
Conrad Electronic Converters CPA: Nov-Dec 2012,Perf LAL,Perf LAL,Direct UK,Conrad Electronic,Retail,The Digital House,0,,CPA,2012-11-11,2012-12-31,8.5,622,,,4250.0,4250.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2355.2426995,4255.85241276596,0,0,0,0,0,0,0,0,0,0,0,0
Conrad Electronic Converters CPA: Q1 2013,Perf LAL,Perf LAL,Direct UK,Conrad Electronic,Retail,The Digital House,0,,CPA,2013-01-03,2013-03-31,6.8,1000,,,6800.0,6800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3485.84613636364,3365.64454545455,3726.24931818182,0,0,0,0,0,0,0,0,0
Consumer Cellular: Dec 2011,Perf LAL,Perf LAL,Inside,Consumer Cellular,Telecom,R2C Group,,,CPM,2011-12-01,2011-12-31,3.0,8333333,,,25000.0,22727.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22727.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Converse - August 2011,Perf LAL,Perf LAL,Inside,Converse,Retail,iProspect,,,CPM,2011-08-03,2011-08-31,3.5,4285714,,,15000.0,15000.0,0,0,0,0,0,0,0,0,0,0,0,15000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Converse - December 2011,Perf LAL,Perf LAL,Inside,Converse,Retail,iProspect,,,CPM,2011-12-01,2011-12-31,3.5,14285714,,,50000.0,50000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Converse - November 2011,Perf LAL,Perf LAL,Inside,Converse,Retail,iProspect,,,CPM,2011-11-01,2011-11-30,3.5,20000000,,,50000.0,70000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
